(8.7180798, 4.4849592)
(8.7180135, 4.4847044)
(8.7179234, 4.4844335)
(8.7179896, 4.4842753)
(8.7180798, 4.4842055)
(8.7183132, 4.4842066)
(8.7249755, 4.4842458)
(8.7239495, 4.4839749)
(8.7225577, 4.485603)
(8.7239548, 4.4831139)
(8.7244016, 4.483358)
(8.7235373, 4.482902)
(8.7233716, 4.4828175)
(8.7229156, 4.4823374)
(8.72273, 4.4821563)
(8.7225908, 4.4820732)
(8.7222024, 4.4820182)
(8.722103, 4.482041)
(8.7220248, 4.4820839)
(8.7219691, 4.4821349)
(8.7219397, 4.4823739)
(8.723862, 4.4817299)
(8.724676, 4.4810379)
(8.7234897, 4.4809196)
(8.7240158, 4.4828631)
(8.7241351, 4.482501)
(8.7243008, 4.4823052)
(8.72433, 4.4822113)
(8.724318, 4.4820973)
(8.7242743, 4.4820182)
(8.7241563, 4.4819176)
(8.7236049, 4.4814777)
(8.7234803, 4.4812578)
(8.7234564, 4.4810566)
(8.7244055, 4.4777173)
(8.7236579, 4.4747534)
(8.7236606, 4.4752282)
(8.7236765, 4.4755635)
(8.7237958, 4.4759926)
(8.72409, 4.4769046)
(8.7243618, 4.4776516)
(8.7166282, 4.4721926)
(8.7192622, 4.486877)
(8.7202172, 4.4863242)
(8.7219081, 4.4828984)
(8.721993, 4.4827558)
(8.7224927, 4.4832956)
(8.7224224, 4.4832627)
(8.7223906, 4.483256)
(8.7223601, 4.4832118)
(8.7223694, 4.4831541)
(8.7223946, 4.4831125)
(8.7224278, 4.4830629)
(8.7224582, 4.4829825)
(8.7224794, 4.4829355)
(8.7224755, 4.4828551)
(8.7224476, 4.4827826)
(8.722388, 4.4827142)
(8.7223098, 4.4826861)
(8.7221547, 4.4826445)
(8.7219969, 4.4826123)
(8.7214662, 4.4827971)
(8.7214773, 4.4826398)
(8.7215316, 4.4826043)
(8.7216052, 4.4825855)
(8.7217219, 4.4825915)
(8.7217988, 4.4826264)
(8.7218538, 4.4827022)
(8.7218995, 4.4827974)
(8.7219142, 4.4829693)
(8.721993, 4.4831112)
(8.7224486, 4.4833846)
(8.7220354, 4.478192)
(8.7221255, 4.4796833)
(8.7221573, 4.4800642)
(8.7221017, 4.4803271)
(8.7219346, 4.4807517)
(8.7220652, 4.4838285)
(8.7220357, 4.4838853)
(8.7220357, 4.4839495)
(8.7220651, 4.4840064)
(8.7221174, 4.4840428)
(8.7221803, 4.4840506)
(8.7222397, 4.4840278)
(8.7222817, 4.4839798)
(8.7222969, 4.4839175)
(8.7222818, 4.4838552)
(8.7221804, 4.4837844)
(8.7221174, 4.4837921)
(8.7208172, 4.4862346)
(8.7222397, 4.4838071)
(8.7227827, 4.4827091)
(8.7144582, 4.4716823)
(8.7144874, 4.4716904)
(8.7145165, 4.471685)
